Kommun,n_observations,balanced_accuracy,macro_f1,weighted_f1,accuracy,f1_NN,precision_NN,recall_NN,f1_NV,precision_NV,recall_NV,f1_VN,precision_VN,recall_VN,f1_VV,precision_VV,recall_VV,n_NN,n_NV,n_VN,n_VV
0604,1423,0.40377219763795846,0.33105704064324976,0.6893858645042631,0.624033731553057,0.3188405797101449,0.2972972972972973,0.34375,0.13930348258706468,0.08069164265129683,0.509090909090909,0.07741935483870968,0.08571428571428572,0.07058823529411765,0.7886647454370798,0.9173184357541899,0.6916596461668071,96,55,85,1187
0617,2066,0.4332860515893381,0.35914381407838136,0.5970452158178827,0.5208131655372701,0.45151033386327505,0.36503856041131105,0.5916666666666667,0.09947643979057591,0.06229508196721312,0.24675324675324675,0.1951219512195122,0.1350210970464135,0.3516483516483517,0.6904665314401622,0.9476614699331849,0.5430759412890874,240,77,182,1567
0642,1553,0.3731443319304548,0.2996235442494995,0.605176008590723,0.5228589826142949,0.19213973799126638,0.19469026548672566,0.1896551724137931,0.12121212121212122,0.07250755287009064,0.36923076923076925,0.18316831683168316,0.12292358803986711,0.3592233009708738,0.7019740009629273,0.9022277227722773,0.574468085106383,116,65,103,1269
0643,2394,0.45496669934487965,0.35340925350734453,0.7021230816031702,0.6203007518796992,0.33451957295373663,0.29936305732484075,0.3790322580645161,0.13766730401529637,0.08126410835214447,0.45,0.1652542372881356,0.10985915492957747,0.3333333333333333,0.7761958997722096,0.9471855455177206,0.6575012059816691,124,80,117,2073
0662,6233,0.4281144635143732,0.35316996067147993,0.6044032795470059,0.5421145515802984,0.39324817518248173,0.29621993127147767,0.5848032564450475,0.15085444902769593,0.09288824383164006,0.4012539184952978,0.15621301775147928,0.1736842105263158,0.14193548387096774,0.7123642007242628,0.9119205298013245,0.58446519524618,737,319,465,4712
0665,2712,0.4132920772684774,0.32316831666446283,0.5619119981477936,0.46792035398230086,0.35752212389380533,0.3098159509202454,0.4225941422594142,0.12622222222222224,0.0715725806451613,0.5338345864661654,0.16589861751152074,0.13846153846153847,0.20689655172413793,0.6430303030303031,0.935626102292769,0.48984302862419205,239,133,174,2166
0680,29410,0.43727824062729725,0.3648183745909573,0.658080827021835,0.5930635838150289,0.4043389830508475,0.31622481442205724,0.5605263157894737,0.1350108225108225,0.08231606730451996,0.375187969924812,0.15803814713896458,0.15104166666666666,0.1657142857142857,0.7618855456631946,0.924980096760365,0.6476843910806175,2660,1330,2100,23320
0682,6450,0.4264428725707664,0.37158025701703423,0.6831311505493813,0.6334883720930232,0.36159600997506236,0.2692664809656453,0.5502846299810247,0.12358572671888599,0.0855421686746988,0.2225705329153605,0.20610687022900764,0.18815331010452963,0.22784810126582278,0.7950324211451808,0.9113126732174351,0.7050682261208577,527,319,474,5130
0683,7523,0.41350107286833915,0.35605529327740865,0.6682612416792022,0.6069387212548185,0.3783505154639175,0.289204097714736,0.5469448584202683,0.1111111111111111,0.07090464547677261,0.25663716814159293,0.15702479338842976,0.13991163475699558,0.17890772128060264,0.7777347531461762,0.9238730450781969,0.6715145436308927,671,339,531,5982
0684,2376,0.38800685754833264,0.32115176070527407,0.6500444806695111,0.5841750841750841,0.3496932515337423,0.27602905569007263,0.4769874476987448,0.11360239162929746,0.06666666666666667,0.3838383838383838,0.05970149253731343,0.10909090909090909,0.0410958904109589,0.7616099071207431,0.9192825112107623,0.6501057082452432,239,99,146,1892
0685,5904,0.42309944414367073,0.32668958514491997,0.6407219753974726,0.5833333333333334,0.34074074074074073,0.23977546110665598,0.5885826771653543,0.142761841227485,0.08608205953338696,0.41796875,0.06822262118491922,0.1743119266055046,0.04241071428571429,0.755033137426535,0.913464447806354,0.6434356351236147,508,256,448,4692
0686,3729,0.422260400654578,0.335044189195788,0.6139462206771453,0.5299007776883883,0.33281972265023113,0.3,0.3737024221453287,0.15323224261771748,0.0893854748603352,0.5363128491620112,0.14925373134328357,0.11600928074245939,0.20920502092050208,0.7048710601719198,0.9238197424892703,0.5698213103904699,289,179,239,3022
0687,4042,0.4149756070443653,0.35366896786467583,0.6734339050865991,0.6083621969322118,0.33186813186813185,0.25506756756756754,0.4748427672955975,0.10714285714285714,0.06774193548387097,0.25609756097560976,0.19946091644204852,0.16192560175054704,0.2596491228070175,0.7762039660056658,0.9237252423093131,0.6693129770992367,318,164,285,3275
0760,1943,0.43363910023304025,0.36678580508385544,0.6472526373782483,0.5892949047864128,0.3890784982935154,0.2961038961038961,0.5671641791044776,0.13609467455621302,0.09019607843137255,0.27710843373493976,0.18848167539267016,0.1518987341772152,0.2482758620689655,0.7534883720930232,0.9118198874296435,0.6420079260237781,201,83,145,1514
0761,1716,0.37186304386619595,0.29995025208566417,0.5983846178188834,0.5104895104895105,0.20853080568720378,0.3283582089552239,0.1527777777777778,0.10623556581986143,0.06353591160220995,0.323943661971831,0.1863799283154122,0.11764705882352941,0.4482758620689655,0.6986547085201794,0.9218934911242603,0.5624548736462094,144,71,116,1385
0763,2725,0.418852632964001,0.3318517440982559,0.621555157589161,0.5519266055045872,0.36114285714285715,0.2611570247933884,0.5851851851851851,0.1320754716981132,0.07890499194847021,0.4049586776859504,0.11188811188811189,0.1415929203539823,0.09248554913294797,0.7223005356639414,0.9242424242424242,0.5927811198519204,270,121,173,2161
0764,4273,0.43636640016141093,0.3513620993013211,0.6145779915799154,0.5298385209454716,0.3634053367217281,0.3142857142857143,0.4307228915662651,0.11992945326278659,0.07046632124352331,0.40236686390532544,0.21612349914236706,0.1569115815691158,0.34710743801652894,0.7059901080784027,0.94,0.5652684071575242,332,169,363,3409
0765,3465,0.4139790222705855,0.35062032573547186,0.6736063093107,0.6152958152958153,0.3238095238095238,0.27546296296296297,0.3927392739273927,0.14553990610328638,0.08744710860366714,0.43356643356643354,0.14432989690721648,0.15418502202643172,0.13565891472868216,0.7888019761218609,0.9136862184072484,0.6939514668598334,303,143,258,2761
0767,2174,0.4153372751439872,0.3605984568382433,0.6154632430756027,0.5519779208831647,0.4265842349304482,0.34673366834170855,0.5542168674698795,0.10289389067524116,0.08465608465608465,0.13114754098360656,0.18523878437047755,0.12307692307692308,0.3742690058479532,0.7276769173768062,0.9203373945641987,0.6017156862745098,249,122,171,1632
0780,19829,0.43389299281497573,0.35501245649181845,0.6617607014069263,0.5846487467850119,0.3832271762208068,0.3233318405732199,0.4703583061889251,0.12954507018433958,0.07520125662674258,0.46707317073170734,0.15125448028673835,0.1411371237458194,0.16293436293436295,0.756023099275389,0.93359375,0.6352061314049076,1535,820,1295,16179
0781,6151,0.42730707658337663,0.37056681806403696,0.6509174006942358,0.5839700861648512,0.4157441574415744,0.3607257203842049,0.49056603773584906,0.12071330589849108,0.07401177460050462,0.3271375464684015,0.18938053097345134,0.15263908701854492,0.2494172494172494,0.756429277942631,0.9202767749699158,0.6421074727120067,689,269,429,4764
0821,1233,0.40925967580218814,0.31693137950150535,0.5425750157536394,0.46553122465531227,0.2962962962962963,0.2077922077922078,0.5161290322580645,0.16733067729083664,0.11170212765957446,0.3333333333333333,0.1686746987951807,0.11666666666666667,0.30434782608695654,0.6354238456237078,0.9275653923541247,0.4832285115303983,124,63,92,954
0834,1521,0.40919461439007887,0.31865769449249415,0.6259499004435116,0.5476660092044707,0.30952380952380953,0.23423423423423423,0.45614035087719296,0.117096018735363,0.06720430107526881,0.45454545454545453,0.12727272727272726,0.125,0.12962962962962962,0.7207382224380767,0.9104294478527607,0.5964630225080386,114,55,108,1244
0840,3258,0.40383068390532817,0.35585368475212037,0.7531482172472236,0.7056476365868631,0.30022075055187636,0.26053639846743293,0.3541666666666667,0.08712871287128712,0.05152224824355972,0.28205128205128205,0.19638242894056848,0.1890547263681592,0.20430107526881722,0.8396828466447496,0.9164204305614183,0.7748037116345468,192,78,186,2802
0860,2983,0.42188871972525954,0.3403215041201514,0.5794621158257833,0.5105598390881663,0.3314020857473928,0.2581227436823105,0.4627831715210356,0.14606741573033707,0.09653465346534654,0.3,0.20905923344947736,0.14376996805111822,0.3829787234042553,0.6747572815533981,0.8942101501072195,0.541792983975747,309,130,235,2309
0861,2885,0.39467670598659765,0.3108285264124725,0.6132685040283894,0.5254766031195841,0.30742049469964666,0.25290697674418605,0.3918918918918919,0.10187110187110188,0.056910569105691054,0.48514851485148514,0.12807881773399016,0.12871287128712872,0.12745098039215685,0.7059436913451512,0.9161028416779432,0.5742154368108566,222,101,204,2358
0862,2033,0.43110442658530534,0.3767814489260102,0.6715977705309335,0.6237088047220856,0.3895582329317269,0.31596091205211724,0.5078534031413613,0.17218543046357615,0.12037037037037036,0.3023255813953488,0.16203703703703703,0.12867647058823528,0.21875,0.7833450952717008,0.8966074313408724,0.6954887218045113,191,86,160,1596
0880,15020,0.419517604857724,0.33384041555638233,0.6247818776355776,0.5392143808255659,0.32137030995106036,0.293591654247392,0.35495495495495494,0.13812570568310123,0.07885689729265148,0.556060606060606,0.15903197925669835,0.1407804131599082,0.182720953326713,0.7168336673346694,0.9270441881560192,0.584333905088622,1110,660,1007,12243
0881,4330,0.4171055967194093,0.3470634013086843,0.632009263197127,0.563972286374134,0.33535353535353535,0.29173989455184535,0.39429928741092635,0.16147082334132695,0.09711538461538462,0.4786729857819905,0.14964028776978416,0.13402061855670103,0.16938110749185667,0.7417889587700909,0.9099871410201458,0.6260690061928634,421,211,307,3391
0882,5823,0.42508005549360145,0.3213225852222345,0.6084686022675799,0.5205220676627168,0.3085904920767306,0.253077975376197,0.3952991452991453,0.12601846822379142,0.07112201103617413,0.5523809523809524,0.1540020263424519,0.12751677852348994,0.19437340153452684,0.696679354245964,0.9263525305410122,0.5582667227597813,468,210,391,4754
