Kommun,n_test,balanced_accuracy,macro_f1,weighted_f1,accuracy,f1_NN,precision_NN,recall_NN,f1_NV,precision_NV,recall_NV,f1_VN,precision_VN,recall_VN,f1_VV,precision_VV,recall_VV,n_NN,n_NV,n_VN,n_VV,kommun,n_obs,entropy,majority_prop,hhi,p_NN,p_NV,p_VN,p_VV,residual_entropy_model
0381,9530,0.4064288856912492,0.3348200917785005,0.597016031495975,0.5200419727177334,0.3180767452612112,0.2658423493044822,0.3958573072497123,0.150716597318539,0.0947674418604651,0.3679458239277652,0.1700223713646532,0.1194342587742273,0.2949547218628719,0.7004646531695984,0.9162144562622097,0.5669576897246474,869,443,773,7445,0381,31876,0.7512615919453757,0.7837558037394905,0.6309807099165055,0.08780900991341448,0.044861337683523655,0.08357384866357134,0.7837558037394905,0.004235837246968077
0382,4954,0.4174777198238106,0.3252187964321706,0.5795517750076736,0.4983851433185304,0.3093465674110835,0.2438070404172099,0.4230769230769231,0.1373333333333333,0.0801556420233463,0.4790697674418605,0.1805416248746238,0.1470588235294117,0.2337662337662337,0.673653660109642,0.9122270742358078,0.533997955010225,442,215,385,3912,0382,16452,0.7385097785353858,0.7893873085339168,0.6389142778978657,0.08600778020909312,0.04467541940189643,0.07992949185509361,0.7893873085339168,0.014418459970938824
0428,1723,0.3953997307919528,0.3316908595604537,0.6555146341149214,0.5937318630295996,0.277056277056277,0.1975308641975308,0.463768115942029,0.1486068111455108,0.0983606557377049,0.3037974683544304,0.1353383458646616,0.1208053691275167,0.1538461538461538,0.7657620041753653,0.911530815109344,0.660187185025198,138,79,117,1389,0428,5765,0.6876989555425832,0.8098872506504771,0.66885983169965,0.08048568950563746,0.03972246313963573,0.06990459670424978,0.8098872506504771,-0.011111031458355847
0461,2463,0.367175145237177,0.3089310421410367,0.6119648444607386,0.5290296386520503,0.3049001814882032,0.2379603399433427,0.4242424242424242,0.0936329588014981,0.0582750582750582,0.238095238095238,0.1280276816608996,0.0891566265060241,0.2269938650306748,0.7091633466135459,0.9139020537124802,0.5793690535803706,198,105,163,1997,0461,8009,0.6906081053860682,0.8090897740042452,0.6675684230318929,0.07878636533899364,0.041078786365338994,0.07104507429142215,0.8090897740042452,-0.03913800286189628
0480,11898,0.4226173837435247,0.3495839239798302,0.6580838059141676,0.5872415532022188,0.3009708737864077,0.2607232968881413,0.3559127439724455,0.1399511798209926,0.0863453815261044,0.3690987124463519,0.2004924375659514,0.1454081632653061,0.3227633069082672,0.756921204745969,0.9205268610330029,0.6426947716470345,871,466,883,9678,0480,39767,0.6943355986729434,0.8073528302361255,0.6650609497559689,0.07782835013956295,0.04018407222068549,0.07463474740362612,0.8073528302361255,0.016557438628742815
0481,1990,0.3906457587674723,0.3280312108143796,0.5041230748153985,0.4341708542713567,0.3790613718411552,0.3387096774193548,0.430327868852459,0.1145584725536992,0.0764331210191082,0.2285714285714285,0.2232558139534883,0.1476923076923077,0.4571428571428571,0.5952491849091756,0.8924581005586593,0.4465408805031446,244,105,210,1431,0481,6664,0.8617498177791797,0.7330432172869148,0.5630257054802714,0.10999399759903962,0.05342136854741897,0.10354141656662665,0.7330432172869148,-0.0040419915160619935
0482,3442,0.3818823456769107,0.3368562146849709,0.6071507777181483,0.5505520046484602,0.3424270931326434,0.2596291012838801,0.5027624309392266,0.1057692307692307,0.0897959183673469,0.1286549707602339,0.1715438950554995,0.12372634643377,0.2796052631578947,0.7276846397825102,0.8877833056937534,0.6165067178502879,362,171,304,2605,0482,11441,0.8098180678821112,0.7571016519535005,0.5946382087995169,0.10881915916440871,0.04964600996416397,0.08443317891792676,0.7571016519535005,-0.016333049874211747
0483,7142,0.4316613337157176,0.3570615203686276,0.6246130475013372,0.5550266031923831,0.337730870712401,0.2945914844649022,0.3956723338485317,0.1557788944723618,0.0931490384615384,0.4754601226993865,0.2014676450967311,0.1725714285714285,0.2419871794871795,0.7332686711930165,0.9110873058382432,0.6135256988277727,647,326,624,5545,0483,23676,0.7695298944886291,0.775764487244467,0.6198149129084278,0.09106267950667342,0.04603818212535901,0.08713465112350059,0.775764487244467,0.030709223447818124
0484,22340,0.413807002391609,0.343672058633402,0.5618699426901275,0.4915846016114593,0.3896276595744681,0.3006361584239688,0.5534567434831885,0.1315274151436031,0.08113549426213,0.347114556416882,0.1854994215194755,0.1557138232437682,0.2293752980448259,0.6680337382960613,0.917330783126129,0.5252814116215394,2647,1161,2097,16435,0484,74101,0.8487926571961042,0.7383436120970027,0.5701994505129907,0.11809557225948368,0.051821163007246866,0.09173965263626671,0.7383436120970027,0.018239091776430516
0486,7435,0.4191123372554053,0.3344855284636766,0.6309336959687162,0.5620712844653665,0.3322259136212624,0.2514367816091954,0.4895104895104895,0.1493695441319107,0.0888632429313329,0.4680851063829787,0.1164835164835164,0.1358974358974359,0.1019230769230769,0.7398631396180165,0.9239795918367348,0.6169306762050758,715,329,520,5871,0486,24981,0.7256983140822845,0.7943637164244826,0.646205188238005,0.09038869540851047,0.04383331331812177,0.07141427484888516,0.7943637164244826,0.015182813988756094
0488,2813,0.3997924378617354,0.3320444542147944,0.6528002264344708,0.579452541770352,0.3106060606060606,0.244047619047619,0.4270833333333333,0.1068965517241379,0.065126050420168,0.2980769230769231,0.1627118644067796,0.123076923076923,0.24,0.7479633401221996,0.9118559900682806,0.6340094950366854,192,104,200,2317,0488,9500,0.6345173195927041,0.830421052631579,0.6999120443213297,0.06673684210526316,0.03452631578947368,0.0683157894736842,0.830421052631579,-0.01033087252633158
0509,1174,0.3509440267335004,0.2476360209997425,0.486850735436756,0.3960817717206132,0.2106969205834684,0.1245210727969348,0.6842105263157895,0.0760456273764258,0.0458715596330275,0.2222222222222222,0.1391304347826087,0.2580645161290322,0.0952380952380952,0.5646711012564671,0.9478908188585607,0.4021052631578947,95,45,84,950,0509,3875,0.6913796401340362,0.808,0.6662312757544225,0.08696774193548387,0.04051612903225806,0.06451612903225806,0.808,-0.05531671217643824
